id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events,player_id,player_name,position_id,position_name,location_0,location_1,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,carry,ball_receipt,under_pressure,counterpress,out,clearance,ball_recovery,dribble,duel,interception,foul_won,off_camera,goalkeeper,miscontrol,foul_committed,shot,block,substitution,bad_behaviour,related_events_0,pass,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_recipient_id,pass_recipient_name,related_events_1,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,related_events_2,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_switch,pass_aerial_won,ball_recovery_recovery_failure,miscontrol_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,clearance_aerial_won,foul_won_advantage,foul_won_defensive,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_inswinging,pass_technique_id,pass_technique_name,clearance_left_foot,clearance_right_foot,related_events_3,dribble_nutmeg,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,related_events_4,pass_cross,pass_cut_back,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,foul_committed_card_id,foul_committed_card_name,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,block_offensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,player,position,location
7cea6b1c-df61-47d8-8d89-4aa97811a693,866,1,00:25:10.825,25,10,39,Dribbled Past,73,36,Manchester City,1,Regular Play,1,Arsenal,0.0,,,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,63.1,79.1,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,22ae8dae-70a5-49f7-9bf6-ac252b6d4af4,,,,,,,,579929c8-6779-45ba-97a8-3989a277a0a0,,,,,df17b92f-b377-4d86-8dcd-e9cf21d25a89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579929c8-6779-45ba-97a8-3989a277a0a0,867,1,00:25:10.825,25,10,14,Dribble,73,36,Manchester City,1,Regular Play,36,Manchester City,0.0,,,15519.0,Nicolas Anelka,24.0,Left Center Forward,57.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,7cea6b1c-df61-47d8-8d89-4aa97811a693,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df17b92f-b377-4d86-8dcd-e9cf21d25a89,868,1,00:25:10.825,25,10,43,Carry,73,36,Manchester City,1,Regular Play,36,Manchester City,1.455681,,,15519.0,Nicolas Anelka,24.0,Left Center Forward,57.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,48ffa19c-3179-4249-be8f-04eff65fb5d6,,,,,,,,579929c8-6779-45ba-97a8-3989a277a0a0,55.7,2.3,,,7cea6b1c-df61-47d8-8d89-4aa97811a693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93f60885-b0c3-491a-a277-ffaeeaf99883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48ffa19c-3179-4249-be8f-04eff65fb5d6,869,1,00:25:11.961,25,11,17,Pressure,73,36,Manchester City,1,Regular Play,1,Arsenal,0.436484,,,15754.0,Fredrik Ljungberg,12.0,Right Midfield,63.3,76.1,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,93f60885-b0c3-491a-a277-ffaeeaf99883,,,,,,,,df17b92f-b377-4d86-8dcd-e9cf21d25a89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93f60885-b0c3-491a-a277-ffaeeaf99883,870,1,00:25:12.281,25,12,30,Pass,73,36,Manchester City,1,Regular Play,36,Manchester City,1.586352,,,15519.0,Nicolas Anelka,24.0,Left Center Forward,55.7,2.3,8.876936,2.7485347,1.0,Ground Pass,47.5,5.7,40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,48ffa19c-3179-4249-be8f-04eff65fb5d6,,,,,,40217.0,Trevor Sinclair,babde69b-a9d9-460a-b4f9-0007184185e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babde69b-a9d9-460a-b4f9-0007184185e6,871,1,00:25:13.867,25,13,42,Ball Receipt*,73,36,Manchester City,1,Regular Play,36,Manchester City,,,,40217.0,Trevor Sinclair,16.0,Left Midfield,47.5,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93f60885-b0c3-491a-a277-ffaeeaf99883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8894693-89e2-4db0-8cd8-08a47154b6cb,872,1,00:25:13.867,25,13,43,Carry,73,36,Manchester City,1,Regular Play,36,Manchester City,1.126888,,,40217.0,Trevor Sinclair,16.0,Left Midfield,47.5,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78b2e643-980d-4b7c-8301-efb3a46fa43f,,,,,,,,babde69b-a9d9-460a-b4f9-0007184185e6,47.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78b2e643-980d-4b7c-8301-efb3a46fa43f,873,1,00:25:14.994,25,14,30,Pass,73,36,Manchester City,1,Regular Play,36,Manchester City,3.194673,,,40217.0,Trevor Sinclair,16.0,Left Midfield,47.8,10.2,61.55201,0.28320923,3.0,High Pass,106.9,27.4,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,fd855847-58e5-4b51-80dd-aa11d1e4ea85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9343f04b-9d4c-4f9e-94a3-42a78f3ebf3e,887,1,00:26:02.007,26,2,30,Pass,75,36,Manchester City,3,From Free Kick,36,Manchester City,3.410637,,,15409.0,David Seaman,1.0,Goalkeeper,28.8,28.4,71.57297,0.3389826,3.0,High Pass,96.3,52.2,40.0,Right Foot,62.0,Free Kick,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,5b2d1612-8dfe-4109-b81e-c8a323e1b8be,,,,,,40223.0,Antoine Sibierski,6ec6d5d0-2b21-4159-bb56-1a5c8b3d2d1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b2d1612-8dfe-4109-b81e-c8a323e1b8be,888,1,00:26:05.417,26,5,42,Ball Receipt*,75,36,Manchester City,3,From Free Kick,36,Manchester City,,,,40223.0,Antoine Sibierski,22.0,Right Center Forward,96.3,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9343f04b-9d4c-4f9e-94a3-42a78f3ebf3e,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78ad40c7-0921-46a5-979f-7946709027dc,889,1,00:26:05.417,26,5,4,Duel,75,36,Manchester City,3,From Free Kick,36,Manchester City,0.0,,,40223.0,Antoine Sibierski,22.0,Right Center Forward,96.3,52.2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,6ec6d5d0-2b21-4159-bb56-1a5c8b3d2d1a,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ec6d5d0-2b21-4159-bb56-1a5c8b3d2d1a,890,1,00:26:05.417,26,5,9,Clearance,75,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,,38412.0,Kolo Habib Touré,5.0,Left Center Back,23.8,27.9,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,78ad40c7-0921-46a5-979f-7946709027dc,,,,,,,,9343f04b-9d4c-4f9e-94a3-42a78f3ebf3e,,,,,,,,,,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cfa2e6e-dd58-4908-954a-120aca3992bc,891,1,00:26:06.718,26,6,2,Ball Recovery,75,36,Manchester City,3,From Free Kick,36,Manchester City,0.0,,,38551.0,Shaun Wright-Phillips,12.0,Right Midfield,90.8,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59b9cc98-3987-4164-8b1b-529b944aca43,892,1,00:26:06.768,26,6,16,Shot,75,36,Manchester City,3,From Free Kick,36,Manchester City,2.798195,,,38551.0,Shaun Wright-Phillips,12.0,Right Midfield,87.9,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1c3fcba-e608-46a1-a171-a7b2defccaca,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071769333,120.0,62.2,0.4,,91.0,Half Volley,True,98.0,Off T,40.0,Right Foot,87.0,Open Play,119.0,40.1,20015.0,Jens Lehmann,1.0,Goalkeeper,False,102.0,41.6,15654.0,Martin Keown,3.0,Right Center Back,False,95.5,52.1,38412.0,Kolo Habib Touré,5.0,Left Center Back,False,100.9,54.5,12529.0,Ashley Cole,6.0,Left Back,False,90.4,35.5,40221.0,Gilberto Aparecido da Silva,9.0,Right Defensive Midfield,False,88.1,51.1,15515.0,Patrick Vieira,11.0,Left Defensive Midfield,False,,,,98.0,40.9,15519.0,Nicolas Anelka,24.0,Left Center Forward,True,,,,,,,,,,,,,,98.1,53.3,40223.0,Antoine Sibierski,22.0,Right Center Forward,True,102.1,33.1,40222.0,Laureano Bisan-Etame Mayer,2.0,Right Back,False,82.6,50.4,19636.0,Paul Bosvelt,9.0,Right Defensive Midfield,True,101.1,34.0,40217.0,Trevor Sinclair,16.0,Left Midfield,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1c3fcba-e608-46a1-a171-a7b2defccaca,893,1,00:26:09.567,26,9,23,Goal Keeper,75,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,,20015.0,Jens Lehmann,1.0,Goalkeeper,1.1,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59b9cc98-3987-4164-8b1b-529b944aca43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,40.0,44.0,Set,32.0,Shot Faced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fc3e4e3-cd0e-4dd6-9358-4c1ace071ac6,906,1,00:26:46.737,26,46,30,Pass,77,36,Manchester City,1,Regular Play,36,Manchester City,1.381444,,,40220.0,David Sommeil,3.0,Right Center Back,40.6,70.9,22.610838,-0.030963551,3.0,High Pass,63.2,70.2,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,3c3bb7b2-a53e-4752-a2fa-9c0e4587b419,,,,,,38551.0,Shaun Wright-Phillips,89661c36-9d91-4a15-b534-c9f1816084ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89661c36-9d91-4a15-b534-c9f1816084ac,907,1,00:26:48.119,26,48,42,Ball Receipt*,77,36,Manchester City,1,Regular Play,36,Manchester City,,,,38551.0,Shaun Wright-Phillips,12.0,Right Midfield,63.2,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fc3e4e3-cd0e-4dd6-9358-4c1ace071ac6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50f8551b-b408-466d-8a03-bcbdf489fee6,908,1,00:26:48.119,26,48,43,Carry,77,36,Manchester City,1,Regular Play,36,Manchester City,1.052842,,,38551.0,Shaun Wright-Phillips,12.0,Right Midfield,63.2,70.2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,4d6acbc2-9bb9-44b5-9876-f8bc0e9b2a32,,,,,,,,75b168bf-fda0-4dd7-b2b2-4a27f9a8366f,63.4,65.8,,,89661c36-9d91-4a15-b534-c9f1816084ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d6acbc2-9bb9-44b5-9876-f8bc0e9b2a32,909,1,00:26:48.800,26,48,17,Pressure,77,36,Manchester City,1,Regular Play,1,Arsenal,0.383499,,,15515.0,Patrick Vieira,11.0,Left Defensive Midfield,57.7,15.1,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,50f8551b-b408-466d-8a03-bcbdf489fee6,,,,,,,,75b168bf-fda0-4dd7-b2b2-4a27f9a8366f,,,,,db01dcd8-eee5-4182-9c98-191f696bbad0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d33665b-d8c4-4dc6-a98e-f3376b7328f4,910,1,00:26:49.171,26,49,39,Dribbled Past,77,36,Manchester City,1,Regular Play,1,Arsenal,0.0,,,15515.0,Patrick Vieira,11.0,Left Defensive Midfield,56.7,14.3,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,75b168bf-fda0-4dd7-b2b2-4a27f9a8366f,,,,,,,,db01dcd8-eee5-4182-9c98-191f696bbad0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75b168bf-fda0-4dd7-b2b2-4a27f9a8366f,911,1,00:26:49.171,26,49,14,Dribble,77,36,Manchester City,1,Regular Play,36,Manchester City,0.0,,,38551.0,Shaun Wright-Phillips,12.0,Right Midfield,63.4,65.8,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,0d33665b-d8c4-4dc6-a98e-f3376b7328f4,,,,,,,,4d6acbc2-9bb9-44b5-9876-f8bc0e9b2a32,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db01dcd8-eee5-4182-9c98-191f696bbad0,912,1,00:26:49.171,26,49,43,Carry,77,36,Manchester City,1,Regular Play,36,Manchester City,0.773623,,,38551.0,Shaun Wright-Phillips,12.0,Right Midfield,63.4,65.8,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,0d33665b-d8c4-4dc6-a98e-f3376b7328f4,,,,,,,,4d6acbc2-9bb9-44b5-9876-f8bc0e9b2a32,66.9,65.3,,,75b168bf-fda0-4dd7-b2b2-4a27f9a8366f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea83566-c55c-43be-b835-ce2823d97558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e533effe-08f9-4fa6-ab0a-0f40633d5b30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bea83566-c55c-43be-b835-ce2823d97558,913,1,00:26:49.590,26,49,17,Pressure,77,36,Manchester City,1,Regular Play,1,Arsenal,0.320221,,,12529.0,Ashley Cole,6.0,Left Back,52.9,17.2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,db01dcd8-eee5-4182-9c98-191f696bbad0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59b75cf8-19fe-45ec-a35e-0d0fa6436d65,914,1,00:26:49.945,26,49,39,Dribbled Past,77,36,Manchester City,1,Regular Play,1,Arsenal,0.0,,,12529.0,Ashley Cole,6.0,Left Back,53.2,14.8,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,41647624-acab-465e-a73f-72dd9948181f,,,,,,,,e533effe-08f9-4fa6-ab0a-0f40633d5b30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e533effe-08f9-4fa6-ab0a-0f40633d5b30,915,1,00:26:49.945,26,49,14,Dribble,77,36,Manchester City,1,Regular Play,36,Manchester City,0.0,,,38551.0,Shaun Wright-Phillips,12.0,Right Midfield,66.9,65.3,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,59b75cf8-19fe-45ec-a35e-0d0fa6436d65,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41647624-acab-465e-a73f-72dd9948181f,916,1,00:26:49.945,26,49,43,Carry,77,36,Manchester City,1,Regular Play,36,Manchester City,1.296178,,,38551.0,Shaun Wright-Phillips,12.0,Right Midfield,66.9,65.3,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,59b75cf8-19fe-45ec-a35e-0d0fa6436d65,,,,,,,,bea03eab-ef15-4103-94c0-3468d45008d8,75.7,63.8,,,e533effe-08f9-4fa6-ab0a-0f40633d5b30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bea03eab-ef15-4103-94c0-3468d45008d8,917,1,00:26:51.241,26,51,30,Pass,77,36,Manchester City,1,Regular Play,36,Manchester City,3.300561,,,38551.0,Shaun Wright-Phillips,12.0,Right Midfield,75.7,63.8,33.055256,-0.29783168,1.0,Ground Pass,107.3,54.1,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,4e26c623-909f-4a4d-b417-8abb56484980,,,,,,15519.0,Nicolas Anelka,ad09cece-ee66-4d9a-af3c-2c5169dba501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad09cece-ee66-4d9a-af3c-2c5169dba501,918,1,00:26:54.542,26,54,42,Ball Receipt*,77,36,Manchester City,1,Regular Play,36,Manchester City,,,,15519.0,Nicolas Anelka,24.0,Left Center Forward,101.0,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea03eab-ef15-4103-94c0-3468d45008d8,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
