id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,duel,interception,dribble,foul_committed,foul_won,off_camera,clearance,ball_recovery,out,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,block,miscontrol,50_50,substitution,bad_behaviour,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,ball_recovery_recovery_failure,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,clearance_body_part_id,clearance_body_part_name,clearance_head,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,related_events_2,dribble_outcome_id,dribble_outcome_name,foul_won_defensive,foul_committed_advantage,foul_won_advantage,pass_cross,clearance_left_foot,dribble_nutmeg,pass_aerial_won,pass_switch,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,related_events_3,pass_technique_id,pass_technique_name,pass_through_ball,pass_assisted_shot_id,pass_goal_assist,shot_key_pass_id
847df1c9-bc8e-4cca-b6b9-b0e20e9ffd06,1737,2,00:04:36.009,49,36,2,Ball Recovery,94,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5246,Luis Alberto Suárez Díaz,23,Center Forward,72.3,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b246609-c86e-43f8-b5a5-d89467495baa,1738,2,00:04:36.009,49,36,43,Carry,94,217,Barcelona,1,Regular Play,217,Barcelona,1.19259,,847df1c9-bc8e-4cca-b6b9-b0e20e9ffd06,5246,Luis Alberto Suárez Díaz,23,Center Forward,72.3,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a7528ca-1e72-449f-896c-ad4d73f988bf,,,,,,,,,,,,,,67.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a7528ca-1e72-449f-896c-ad4d73f988bf,1739,2,00:04:37.202,49,37,3,Dispossessed,94,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,b7da926d-e17b-4e9c-8b06-7016d88437fc,5246,Luis Alberto Suárez Díaz,23,Center Forward,67.0,4.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7da926d-e17b-4e9c-8b06-7016d88437fc,1740,2,00:04:37.202,49,37,4,Duel,94,217,Barcelona,1,Regular Play,1049,Granada,0.0,,9a7528ca-1e72-449f-896c-ad4d73f988bf,3991,Allan Romeo Nyom,2,Right Back,53.1,75.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,Success Out,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39b8d892-e0f5-440c-a856-60d85ba05c64,1785,2,00:05:56.813,50,56,30,Pass,98,217,Barcelona,1,Regular Play,217,Barcelona,0.820834,,004d42c6-2622-4337-af0b-dc667248aee3,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,15.8,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c114851f-801b-4f99-807b-ba32c699a4f2,20131.0,Xavier Hernández Creus,14.629422,-1.0796328,2.0,Low Pass,22.7,32.9,37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004d42c6-2622-4337-af0b-dc667248aee3,1786,2,00:05:57.634,50,57,42,Ball Receipt*,98,217,Barcelona,1,Regular Play,217,Barcelona,,,39b8d892-e0f5-440c-a856-60d85ba05c64,20131,Xavier Hernández Creus,15,Left Center Midfield,22.7,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02bf6f56-1874-4509-8420-5eab58d58fee,1787,2,00:05:58.149,50,58,30,Pass,98,217,Barcelona,1,Regular Play,217,Barcelona,0.399822,,51e5beaf-a602-4d2c-a3f9-fb7b3cb7f815,20131,Xavier Hernández Creus,15,Left Center Midfield,22.7,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,14.948579,1.1940167,2.0,Low Pass,28.2,46.8,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51e5beaf-a602-4d2c-a3f9-fb7b3cb7f815,1788,2,00:05:58.549,50,58,42,Ball Receipt*,98,217,Barcelona,1,Regular Play,217,Barcelona,,,02bf6f56-1874-4509-8420-5eab58d58fee,5470,Ivan Rakitić,13,Right Center Midfield,28.2,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3adef43-a520-439a-b5a7-3d2363f64c59,1789,2,00:05:58.549,50,58,43,Carry,98,217,Barcelona,1,Regular Play,217,Barcelona,0.040000003,,51e5beaf-a602-4d2c-a3f9-fb7b3cb7f815,5470,Ivan Rakitić,13,Right Center Midfield,28.2,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4c047c8-b9b1-4497-9560-581a97cc5f5b,,,,,,,,,,,,,,28.2,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4c047c8-b9b1-4497-9560-581a97cc5f5b,1790,2,00:05:58.589,50,58,30,Pass,98,217,Barcelona,1,Regular Play,217,Barcelona,3.399804,,4d5baa24-bb19-4654-8832-47dab5b72502,5470,Ivan Rakitić,13,Right Center Midfield,28.2,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,41.34368,-0.8813228,2.0,Low Pass,54.5,14.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d5baa24-bb19-4654-8832-47dab5b72502,1791,2,00:06:01.989,51,1,42,Ball Receipt*,98,217,Barcelona,1,Regular Play,217,Barcelona,,,e4c047c8-b9b1-4497-9560-581a97cc5f5b,5246,Luis Alberto Suárez Díaz,23,Center Forward,54.5,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ae5b55a-232b-4b47-a746-779c4787b7e2,1792,2,00:06:01.989,51,1,43,Carry,98,217,Barcelona,1,Regular Play,217,Barcelona,0.027096,,4d5baa24-bb19-4654-8832-47dab5b72502,5246,Luis Alberto Suárez Díaz,23,Center Forward,54.5,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5aff2b31-129a-4112-95c1-b8b019fb9477,,,,,,,,,,,,,,54.5,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5aff2b31-129a-4112-95c1-b8b019fb9477,1793,2,00:06:02.016,51,2,30,Pass,98,217,Barcelona,1,Regular Play,217,Barcelona,2.006155,,3708df69-7dd4-4a56-8d2a-d8eb9c4a6453,5246,Luis Alberto Suárez Díaz,23,Center Forward,54.5,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,24.876093,-0.28106055,1.0,Ground Pass,78.4,8.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3708df69-7dd4-4a56-8d2a-d8eb9c4a6453,1794,2,00:06:04.022,51,4,42,Ball Receipt*,98,217,Barcelona,1,Regular Play,217,Barcelona,,,5aff2b31-129a-4112-95c1-b8b019fb9477,4320,Neymar da Silva Santos Junior,21,Left Wing,78.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79df7a4c-1502-47e9-8578-35d6524c13b9,1795,2,00:06:04.022,51,4,43,Carry,98,217,Barcelona,1,Regular Play,217,Barcelona,5.701145,,3708df69-7dd4-4a56-8d2a-d8eb9c4a6453,4320,Neymar da Silva Santos Junior,21,Left Wing,78.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f70d8046-7617-4d93-a957-899da1fb515b,,,,,,,,,,,,,,97.2,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f70d8046-7617-4d93-a957-899da1fb515b,1796,2,00:06:09.723,51,9,3,Dispossessed,98,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,672b9500-dbc8-405d-aa20-78e9c7906a76,4320,Neymar da Silva Santos Junior,21,Left Wing,97.2,29.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab063659-9597-40c4-8a62-d55d96392108,1813,2,00:08:08.325,53,8,30,Pass,101,217,Barcelona,9,From Kick Off,217,Barcelona,1.020662,,2866fefd-04ab-489a-9a5c-d3a6964aae35,5246,Luis Alberto Suárez Díaz,23,Center Forward,60.0,40.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,3.905125,2.9090357,1.0,Ground Pass,56.2,40.9,40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866fefd-04ab-489a-9a5c-d3a6964aae35,1814,2,00:08:09.346,53,9,42,Ball Receipt*,101,217,Barcelona,9,From Kick Off,217,Barcelona,,,ab063659-9597-40c4-8a62-d55d96392108,4320,Neymar da Silva Santos Junior,21,Left Wing,56.2,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374aee2f-45ea-4888-9524-1e2f96859d0b,1815,2,00:08:12.498,53,12,30,Pass,101,217,Barcelona,9,From Kick Off,217,Barcelona,2.00327,,f8c4434b-b99c-4ecd-ab7d-d79b191acded,4320,Neymar da Silva Santos Junior,21,Left Wing,80.0,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,34.814365,1.0274211,1.0,Ground Pass,98.0,71.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8c4434b-b99c-4ecd-ab7d-d79b191acded,1816,2,00:08:14.501,53,14,42,Ball Receipt*,101,217,Barcelona,9,From Kick Off,217,Barcelona,,,374aee2f-45ea-4888-9524-1e2f96859d0b,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,98.0,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a920e93d-1c4e-46e0-acf2-51b4b41dd739,1817,2,00:08:14.501,53,14,43,Carry,101,217,Barcelona,9,From Kick Off,217,Barcelona,2.63943,,3076c8cf-9645-4f33-b7be-dfc11c58623b,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,98.0,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8c4434b-b99c-4ecd-ab7d-d79b191acded,,,,,,,,,,,,,,100.3,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076c8cf-9645-4f33-b7be-dfc11c58623b,1818,2,00:08:17.140,53,17,30,Pass,101,217,Barcelona,9,From Kick Off,217,Barcelona,2.4038,,28d6453d-b569-4704-aa17-205874bb2eda,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,100.3,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d47acc48-e6d2-4fe0-bc0f-66dd71342da6,20131.0,Xavier Hernández Creus,24.833847,-1.038664,3.0,High Pass,112.9,38.0,38.0,Left Foot,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d47acc48-e6d2-4fe0-bc0f-66dd71342da6,1819,2,00:08:19.544,53,19,42,Ball Receipt*,101,217,Barcelona,9,From Kick Off,217,Barcelona,,,3076c8cf-9645-4f33-b7be-dfc11c58623b,20131,Xavier Hernández Creus,15,Left Center Midfield,112.3,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28d6453d-b569-4704-aa17-205874bb2eda,1820,2,00:08:19.544,53,19,23,Goal Keeper,101,217,Barcelona,9,From Kick Off,1049,Granada,0.0,,3076c8cf-9645-4f33-b7be-dfc11c58623b,6692,Oier Olazábal Paredes,1,Goalkeeper,7.2,42.1,,,,,,,,,,,,,,,,,,,,30.0,Punch,53.0,In Play Safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feb5a5c6-64cb-48b7-b81b-0e7f53d63749,1821,2,00:08:21.439,53,21,9,Clearance,101,217,Barcelona,9,From Kick Off,1049,Granada,0.0,,,3991,Allan Romeo Nyom,2,Right Back,10.3,43.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194bae63-3595-4262-a766-becb12518f33,1822,2,00:08:21.548,53,21,37,Error,101,217,Barcelona,9,From Kick Off,1049,Granada,0.0,,,3991,Allan Romeo Nyom,2,Right Back,10.3,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08ed8030-5d79-4bd6-97e4-bb99cd2505b3,1823,2,00:08:22.539,53,22,2,Ball Recovery,101,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,,4320,Neymar da Silva Santos Junior,21,Left Wing,103.3,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a9e4971-de90-4207-85ba-53fd97e8694e,1824,2,00:08:22.628,53,22,16,Shot,101,217,Barcelona,9,From Kick Off,217,Barcelona,0.772218,,e75d891f-345a-4ee5-8c6a-9ce54a900b4b,4320,Neymar da Silva Santos Junior,21,Left Wing,102.1,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08330842,120.0,31.8,7.5,95.0,Volley,38.0,Left Foot,87.0,Open Play,98.0,Off T,True,112.1,29.1,18721.0,Robert Ibáñez Castro,12.0,Right Midfield,False,108.1,37.4,3991.0,Allan Romeo Nyom,2.0,Right Back,False,106.8,37.4,4498.0,Jean-Sylvain Claude Babin,5.0,Left Center Back,False,106.2,43.6,4546.0,Dimitri Foulquier,6.0,Left Back,False,108.0,41.7,6861.0,Juan Torres Ruiz,3.0,Right Center Back,False,101.1,37.8,25707.0,Francisco Manuel Rico Castro,11.0,Left Defensive Midfield,False,89.3,66.1,23761.0,Alhassane Bangoura,16.0,Left Midfield,False,99.1,56.6,6743.0,Manuel Rolando Iturra Urrutia,9.0,Right Defensive Midfield,False,114.9,37.4,6692.0,Oier Olazábal Paredes,1.0,Goalkeeper,False,104.5,37.7,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,True,82.6,59.5,4324.0,Daniel Alves da Silva,2.0,Right Back,True,93.3,36.0,5470.0,Ivan Rakitić,13.0,Right Center Midfield,True,103.3,30.1,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,True,115.2,28.0,5211.0,Jordi Alba Ramos,6.0,Left Back,True,111.8,39.5,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
